"id","dtc_code","dtc_description"
"5215","U0198","Lost Communication With Telematic Control Module"
"5216","U0199","Lost Communication With Door Control Module A"
"5217","U1000","SCP (J1850) Invalid or Missing Data for Primary Id"
"5218","U1001","SCP (J1850) Invalid or Missing Data for Primary Id"
"5219","U1002","SCP (J1850) Invalid or Missing Data for Primary Id"
"5220","U1003","SCP (J1850) Invalid or Missing Data for Primary Id"
"5221","U1004","SCP (J1850) Invalid or Missing Data for EEC Programming"
"5222","U1005","SCP (J1850) Invalid or Missing Data for EEC Programming"
"5223","U1006","SCP (J1850) Invalid or Missing Data for Primary Id"
"5224","U1007","SCP (J1850) Invalid or Missing Data for Primary Id"
"5225","U1008","SCP (J1850) Invalid or Missing Data for Engine Torque"
"5226","U1009","SCP (J1850) Invalid or Missing Data for Engine Torque"
"5227","U1010","SCP (J1850) Invalid or Missing Data for Engine Air Intake"
"5228","U1011","SCP (J1850) Invalid or Missing Data for Engine Air Intake"
"5229","U1012","SCP (J1850) Invalid or Missing Data for Primary Id"
"5230","U1013","SCP (J1850) Invalid or Missing Data for Primary Id"
"5231","U1014","SCP (J1850) Invalid or Missing Data for Primary Id"
"5232","U1015","SCP (J1850) Invalid or Missing Data for Primary Id"
"5233","U1016","SCP (J1850) Invalid or Missing Data for Primary Id"
"5234","U1017","SCP (J1850) Invalid or Missing Data for Primary Id"
"5235","U1018","SCP (J1850) Invalid or Missing Data for Throttle"
"5236","U1019","SCP (J1850) Invalid or Missing Data for Throttle"
"5237","U1020","SCP (J1850) Invalid or Missing Data for Air Conditioning Clutch"
"5238","U1021","SCP (J1850) Invalid or Missing Data for Air Conditioning Clutch"
"5239","U1022","SCP (J1850) Invalid or Missing Data for Primary Id"
"5240","U1023","SCP (J1850) Invalid or Missing Data for Primary Id"
"5241","U1024","SCP (J1850) Invalid or Missing Data for Primary Id"
"5242","U1025","SCP (J1850) Invalid or Missing Data for Primary Id"
"5243","U1026","SCP (J1850) Invalid or Missing Data for Engine RPM"
"5244","U1027","SCP (J1850) Invalid or Missing Data for Engine RPM"
"5245","U1028","SCP (J1850) Invalid or Missing Data for Primary Id"
"5246","U1029","SCP (J1850) Invalid or Missing Data for Primary Id"
"5247","U1030","SCP (J1850) Invalid or Missing Data for Experimental #1"
"5248","U1031","SCP (J1850) Invalid or Missing Data for Experimental #1"
"5249","U1032","SCP (J1850) Invalid or Missing Data for Primary Id"
"5250","U1033","SCP (J1850) Invalid or Missing Data for Primary Id"
"5251","U1034","SCP (J1850) Invalid or Missing Data for Primary Id"
"5252","U1035","SCP (J1850) Invalid or Missing Data for Primary Id"
"5253","U1036","SCP (J1850) Invalid or Missing Data for Wheels"
"5254","U1037","SCP (J1850) Invalid or Missing Data for Wheels"
"5255","U1038","SCP (J1850) Invalid or Missing Data for Primary Id"
"5256","U1039","SCP (J1850) Invalid or Missing Data for Primary Id / Vehicle Speed"
"5257","U1040","SCP (J1850) Invalid or Missing Data for Vehicle Speed"
"5258","U1041","SCP (J1850) Invalid or Missing Data for Vehicle Speed"
"5259","U1042","SCP (J1850) Invalid or Missing Data for Traction Control"
"5260","U1043","SCP (J1850) Invalid or Missing Data for Traction Control"
"5261","U1044","SCP (J1850) Invalid or Missing Data for Traction Motor"
"5262","U1045","SCP (J1850) Invalid or Missing Data for Traction Motor"
"5263","U1046","SCP (J1850) Invalid or Missing Data for Primary Id"
"5264","U1047","SCP (J1850) Invalid or Missing Data for Primary Id"
"5265","U1048","SCP (J1850) Invalid or Missing Data for Primary Id"
"5266","U1049","SCP (J1850) Invalid or Missing Data for Primary Id"
"5267","U1050","SCP (J1850) Invalid or Missing Data for Brakes"
"5268","U1051","SCP (J1850) Invalid or Missing Data for Brakes"
"5269","U1052","SCP (J1850) Invalid or Missing Data for Steering / Steering Wheel"
"5270","U1053","SCP (J1850) Invalid or Missing Data for Steering / Steering Wheel"
"5271","U1054","SCP (J1850) Invalid or Missing Data for Primary Id"
"5272","U1055","SCP (J1850) Invalid or Missing Data for Primary Id"
"5273","U1056","SCP (J1850) Invalid or Missing Data for Vehicle Configuration"
"5274","U1057","SCP (J1850) Invalid or Missing Data for Vehicle Configuration"
"5275","U1058","SCP (J1850) Invalid or Missing Data for Transmission / Transaxle / PRNDL"
"5276","U1059","SCP (J1850) Invalid or Missing Data for Transmission / Transaxle / PRNDL"
"5277","U1060","SCP (J1850) Invalid or Missing Data for Primary Id"
"5278","U1061","SCP (J1850) Invalid or Missing Data for Primary Id"
"5279","U1062","SCP (J1850) Invalid or Missing Data for Primary Id"
"5280","U1063","SCP (J1850) Invalid or Missing Data for Primary Id"
"5281","U1064","SCP (J1850) Invalid or Missing Data for Primary Id"
"5282","U1065","SCP (J1850) Invalid or Missing Data for Primary Id"
"5283","U1066","SCP (J1850) Invalid or Missing Data for Primary Id"
"5284","U1067","SCP (J1850) Invalid or Missing Data for Primary Id"
"5285","U1068","SCP (J1850) Invalid or Missing Data for Primary Id"
"5286","U1069","SCP (J1850) Invalid or Missing Data for Primary Id"
"5287","U1070","SCP (J1850) Invalid or Missing Data for Engine Sensors"
"5288","U1071","SCP (J1850) Invalid or Missing Data for Engine Sensors"
"5289","U1072","SCP (J1850) Invalid or Missing Data for Engine Coolant"
"5290","U1073","SCP (J1850) Invalid or Missing Data for Engine Coolant"
"5291","U1074","SCP (J1850) Invalid or Missing Data for Engine Oil"
"5292","U1075","SCP (J1850) Invalid or Missing Data for Engine Oil Temp"
"5293","U1076","SCP (J1850) Invalid or Missing Data for Primary Id"
"5294","U1077","SCP (J1850) Invalid or Missing Data for Primary Id"
"5295","U1078","SCP (J1850) Invalid or Missing Data for Primary Id"
"5296","U1079","SCP (J1850) Invalid or Missing Data for Primary Id"
"5297","U1080","SCP (J1850) Invalid or Missing Data for Primary Id"
"5298","U1081","SCP (J1850) Invalid or Missing Data for Primary Id"
"5299","U1082","SCP (J1850) Invalid or Missing Data for Engine Systems Other"
"5300","U1083","SCP (J1850) Invalid or Missing Data for Engine Systems Other"
"5301","U1084","SCP (J1850) Invalid or Missing Data for Powertrain Status Request"
"5302","U1085","SCP (J1850) Invalid or Missing Data for Powertrain Status Request"
"5303","U1086","SCP (J1850) Invalid or Missing Data for Primary Id"
"5304","U1087","SCP (J1850) Invalid or Missing Data for Primary Id"
"5305","U1088","SCP (J1850) Invalid or Missing Data for Suspension"
"5306","U1089","SCP (J1850) Invalid or Missing Data for Suspension"
"5307","U1090","SCP (J1850) Invalid or Missing Data for Non-Legislated Diagnostics"
"5308","U1091","SCP (J1850) Invalid or Missing Data for Non-Legislated Diagnostics"
"5309","U1092","SCP (J1850) Invalid or Missing Data for Primary Id"
"5310","U1093","SCP (J1850) Invalid or Missing Data for Primary Id"
"5311","U1094","SCP (J1850) Invalid or Missing Data for Experimental #2"
"5312","U1095","SCP (J1850) Invalid or Missing Data for Experimental #2"
"5313","U1096","SCP (J1850) Invalid or Missing Data for Primary Id"
"5314","U1097","SCP (J1850) Invalid or Missing Data for Primary Id"
"5315","U1098","SCP (J1850) Invalid or Missing Data for Vehicle Speed Control"
"5316","U1099","SCP (J1850) Invalid or Missing Data for Vehicle Speed Control"
"5317","U1100","SCP (J1850) Invalid or Missing Data for Primary Id"
"5318","U1101","SCP (J1850) Invalid or Missing Data for Primary Id"
"5319","U1102","SCP (J1850) Invalid or Missing Data for Primary Id"
"5320","U1103","SCP (J1850) Invalid or Missing Data for Primary Id"
"5321","U1104","SCP (J1850) Invalid or Missing Data for Chassis Status Request"
"5322","U1105","SCP (J1850) Invalid or Missing Data for Chassis Status Request"
"5323","U1106","SCP (J1850) Invalid or Missing Data for Legislated Diagnostics"
"5324","U1107","SCP (J1850) Invalid or Missing Data for Legislated Diagnostics"
"5325","U1108","SCP (J1850) Invalid or Missing Data for Electric Traction Drive (Inverter)"
"5326","U1109","SCP (J1850) Invalid or Missing Data for Electric Traction Drive (Inverter)"
"5327","U1110","SCP (J1850) Invalid or Missing Data for Primary Id"
"5328","U1111","SCP (J1850) Invalid or Missing Data for Primary Id"
"5329","U1112","SCP (J1850) Invalid or Missing Data for Primary Id"
"5330","U1113","SCP (J1850) Invalid or Missing Data for Primary Id"
"5331","U1114","SCP (J1850) Invalid or Missing Data for Charging System"
"5332","U1115","SCP (J1850) Invalid or Missing Data for Charging System"
"5333","U1116","SCP (J1850) Invalid or Missing Data for Electrical Energy Management"
"5334","U1117","SCP (J1850) Invalid or Missing Data for Electrical Energy Management"
"5335","U1118","SCP (J1850) Invalid or Missing Data for Primary Id"
"5336","U1119","SCP (J1850) Invalid or Missing Data for Primary Id"
"5337","U1120","SCP (J1850) Invalid or Missing Data for Primary Id"
"5338","U1121","SCP (J1850) Invalid or Missing Data for Primary Id"
"5339","U1122","SCP (J1850) Invalid or Missing Data for Odometer"
"5340","U1123","SCP (J1850) Invalid or Missing Data for Odometer"
"5341","U1124","SCP (J1850) Invalid or Missing Data for Primary Id"
"5342","U1125","SCP (J1850) Invalid or Missing Data for Primary Id"
"5343","U1126","SCP (J1850) Invalid or Missing Data for Primary Id"
"5344","U1127","SCP (J1850) Invalid or Missing Data for Primary Id"
"5345","U1128","SCP (J1850) Invalid or Missing Data for Primary Id"
"5346","U1129","SCP (J1850) Invalid or Missing Data for Primary Id"
"5347","U1130","SCP (J1850) Invalid or Missing Data for Fuel System"
"5348","U1131","SCP (J1850) Invalid or Missing Data for Fuel System"
"5349","U1132","SCP (J1850) Invalid or Missing Data for Vehicle Motion"
"5350","U1133","SCP (J1850) Invalid or Missing Data for Vehicle Motion"
"5351","U1134","SCP (J1850) Invalid or Missing Data for Ignition Switch / Starter"
"5352","U1135","SCP (J1850) Invalid or Missing Data for Ignition Switch / Starter"
"5353","U1136","SCP (J1850) Invalid or Missing Data for Telltales"
"5354","U1137","SCP (J1850) Invalid or Missing Data for Telltales"
"5355","U1138","SCP (J1850) Invalid or Missing Data for Primary Id"
"5356","U1139","SCP (J1850) Invalid or Missing Data for Primary Id"
"5357","U1140","SCP (J1850) Invalid or Missing Data for Gateway"
"5358","U1141","SCP (J1850) Invalid or Missing Data for Gateway"
"5359","U1142","SCP (J1850) Invalid or Missing Data for Primary Id"
"5360","U1143","SCP (J1850) Invalid or Missing Data for Primary Id"
"5361","U1144","SCP (J1850) Invalid or Missing Data for Primary Id"
"5362","U1145","SCP (J1850) Invalid or Missing Data for Primary Id"
"5363","U1146","SCP (J1850) Invalid or Missing Data for Vehicle Security"
"5364","U1147","SCP (J1850) Invalid or Missing Data for Vehicle Security"
"5365","U1148","SCP (J1850) Invalid or Missing Data for Audio Control"
"5366","U1149","SCP (J1850) Invalid or Missing Data for Audio Control"
"5367","U1150","SCP (J1850) Invalid or Missing Data for Audible Warnings"
"5368","U1151","SCP (J1850) Invalid or Missing Data for Audible Warnings"
"5369","U1152","SCP (J1850) Invalid or Missing Data for Experimental #3"
"5370","U1153","SCP (J1850) Invalid or Missing Data for Experimental #3"
"5371","U1154","SCP (J1850) Invalid or Missing Data for Compact Disc"
"5372","U1155","SCP (J1850) Invalid or Missing Data for Compact Disc"
"5373","U1156","SCP (J1850) Invalid or Missing Data for Digital Signal Processing"
"5374","U1157","SCP (J1850) Invalid or Missing Data for Digital Signal Processing"
"5375","U1158","SCP (J1850) Invalid or Missing Data for Antenna"
"5376","U1159","SCP (J1850) Invalid or Missing Data for Antenna"
"5377","U1160","SCP (J1850) Invalid or Missing Data for Primary Id"
"5378","U1161","SCP (J1850) Invalid or Missing Data for Primary Id"
"5379","U1162","SCP (J1850) Invalid or Missing Data for Digital Audio Tape"
"5380","U1163","SCP (J1850) Invalid or Missing Data for Digital Audio Tape"
"5381","U1164","SCP (J1850) Invalid or Missing Data for Tuner / Receiver"
"5382","U1165","SCP (J1850) Invalid or Missing Data for Tuner / Receiver"
"5383","U1166","SCP (J1850) Invalid or Missing Data for Cassette Tape"
"5384","U1167","SCP (J1850) Invalid or Missing Data for Cassette Tape"
"5385","U1168","SCP (J1850) Invalid or Missing Data for Primary Id"
"5386","U1169","SCP (J1850) Invalid or Missing Data for Primary Id"
"5387","U1170","SCP (J1850) Invalid or Missing Data for Cellular Phone / Paging System"
"5388","U1171","SCP (J1850) Invalid or Missing Data for Cellular Phone / Paging System"
"5389","U1172","SCP (J1850) Invalid or Missing Data for Remote Button Control"
"5390","U1173","SCP (J1850) Invalid or Missing Data for Remote Button Control"
"5391","U1174","SCP (J1850) Invalid or Missing Data for Primary Id"
"5392","U1175","SCP (J1850) Invalid or Missing Data for Primary Id"
"5393","U1176","SCP (J1850) Invalid or Missing Data for Primary Id"
"5394","U1177","SCP (J1850) Invalid or Missing Data for Primary Id"
"5395","U1178","SCP (J1850) Invalid or Missing Data for Climate Control (HVAC)"
"5396","U1179","SCP (J1850) Invalid or Missing Data for Climate Control (HVAC)"
"5397","U1180","SCP (J1850) Invalid or Missing Data for Personalization (Memory) Features"
"5398","U1181","SCP (J1850) Invalid or Missing Data for Personalization (Memory) Features"
"5399","U1182","SCP (J1850) Invalid or Missing Data for Primary Id"
"5400","U1183","SCP (J1850) Invalid or Missing Data for Primary Id"
"5401","U1184","SCP (J1850) Invalid or Missing Data for Window Wiper / Washer"
"5402","U1185","SCP (J1850) Invalid or Missing Data for Window Wiper / Washer"
"5403","U1186","SCP (J1850) Invalid or Missing Data for Primary Id"
"5404","U1187","SCP (J1850) Invalid or Missing Data for Primary Id"
"5405","U1188","SCP (J1850) Invalid or Missing Data for Primary Id"
"5406","U1189","SCP (J1850) Invalid or Missing Data for Primary Id"
"5407","U1190","SCP (J1850) Invalid or Missing Data for Primary Id"
"5408","U1191","SCP (J1850) Invalid or Missing Data for Primary Id"
"5409","U1192","SCP (J1850) Invalid or Missing Data for Primary Id"
"5410","U1193","SCP (J1850) Invalid or Missing Data for Primary Id"
"5411","U1194","SCP (J1850) Invalid or Missing Data for Mirrors"
"5412","U1195","SCP (J1850) Invalid or Missing Data for Mirrors"
"5413","U1196","SCP (J1850) Invalid or Missing Data for Door Locks"
"5414","U1197","SCP (J1850) Invalid or Missing Data for Door Locks"
"5415","U1198","SCP (J1850) Invalid or Missing Data for External Access (Doors)"
"5416","U1199","SCP (J1850) Invalid or Missing Data for External Access (Doors)"
"5417","U1200","SCP (J1850) Invalid or Missing Data for Seat Motion / Control"
"5418","U1201","SCP (J1850) Invalid or Missing Data for Seat Motion / Control"
"5419","U1202","SCP (J1850) Invalid or Missing Data for Windows"
"5420","U1203","SCP (J1850) Invalid or Missing Data for Windows"
"5421","U1204","SCP (J1850) Invalid or Missing Data for Steering Column"
"5422","U1205","SCP (J1850) Invalid or Missing Data for Steering Column"
